name,brand,brand_pos
Булочка Аппетитная 2*40г,,"(0, 0)"
"Молоко отборное ""Кунгурское"" 3,4-4,5% 0,8л (пленка)",кунгурское,"(17, 27)"
0861514 ШОРТЫ 34 Черный       ,,"(0, 0)"
212293      Салатник КАДИКС 16см,кадикс,"(21, 27)"
"Сверло ЗУБР ""КОБАЛЬТ"" ступен. по сталям и цвет.мет.ст.Р6М5 с кобальт.покрыт.d 4-20мм,9ст.d4-20,L-75",зубр,"(7, 11)"
"КЛИНСА ЛЕЙКОПЛАСТЫРЬ БАКТЕРИЦИДНЫЙ ИМПЭКС-МЕД 1,9 СМ Х7,2СМ НАБОР STANDARD №20 Н (207602 '1', 01.06.2025)",клинса,"(0, 6)"
"Бюстгальтер бесшовный большой размер Sermija 18019 (Бежевый, 85H)",sermija,"(37, 44)"
0923534 ТОП S Зеленый 029000022342991013609991106,,"(0, 0)"
zooone игрушка гиппопотам для собак 9см латекс ветеринарн.,zooone,"(0, 6)"
FANTA 330 ml,fanta,"(0, 5)"
Трусы Incanto LM084313170,incanto,"(6, 13)"
"Stern / S19ESTBC004-BB one size  Камера 16'', автониппель CTUBE-16S  черный р.one size",stern,"(0, 5)"
Пинетки вязанные д/новорожденных 2000999584275,,"(0, 0)"
"APPL-065 Платье с воланом (Синий/Полоска, 52)",,"(0, 0)"
"Вода питьев Нугуш 0,5л ГАЗ 1/12",нугуш,"(12, 17)"
"Чай, вода, сок",,"(0, 0)"
Набор для тв-ва Самый лучший ди,,"(0, 0)"
Обманка дет. 560,,"(0, 0)"
"802451 MKH Скраб-мыло для тела с вулканической солью ""Jeju volcanic scoria scrab soap"" 100гр/24",jeju,"(54, 58)"
Средство от Муравьёв гранулы 200г,,"(0, 0)"
2) 0794D-34X-S ТОЛСТОВКА МУЖСКАЯ,,"(0, 0)"
[M] Кроссовки Under Armour LM077091710 A71mrh)XG8GCG,under armour,"(14, 26)"
"Конфеты Буревестник ""Красный октябрь"" г.Москва весовые",красный октябрь,"(21, 36)"
"Соединитель с внутр. резьбой 16*3/4""  (мет.пл.) шт",,"(0, 0)"
Пюре Агуша Груша с 4 мес. 200 г,агуша,"(5, 10)"
"Карандаш чернографитовый Brauberg ""Black Jack"" HB черное дерево с ластиком (шт)",brauberg,"(25, 33)"
3) ZN481-80X-L БРЮКИ МУЖСКИЕ,,"(0, 0)"
Э Фельдшер д/огрубевших пяток бальзам 190мл,фельдшер,"(2, 10)"
Табачные стики IQOS  NEO Нано Классик Тобакко т/у   БАТ,iqos,"(15, 19)"
"Кисть синтетика, ХМ, круглая №05",,"(0, 0)"
"Сок Бабушкино лукошко груша 200 мл №1 (062021, 01.06.2021)",бабушкино лукошко,"(4, 21)"
ЦД-00074962 Перчатки хозяйственные универсальные Фрекен Бок M,фрекен бок,"(49, 59)"
3 2456573401412 Юбка жен/Stra/1287,,"(0, 0)"
Капуста тушёная со свининой 1 порц.,,"(0, 0)"
НАУШНИКИ-ВКЛАДЫШИ JBL T210 BLACK,jbl,"(18, 21)"
Лилия Кобра 1 шт.,,"(0, 0)"
"Порошок для посудомоечных машин Top House Oxy Plus, 1 кг, с активным кислородом",top house,"(32, 41)"
"Горшок керамический Кубик бежевый с цветами, d20-h22см",,"(0, 0)"
80221. Кораллы по-корейски,,"(0, 0)"
ГОРНОЛЫЖ.КОСТЮМ МУЖСКОЙ TH290,,"(0, 0)"
4620003057076  Горшок Баттерфляй d17.5см 2.15..,,"(0, 0)"
Пиво Волковская Пивоварня Портер Порт Артур с/б 450мл СШ,волковская пивоварня,"(5, 25)"
"Ананас ""Lorado"" КУСОЧКИ в Легком Сиропе ж/б (850мл)",lorado,"(8, 14)"
"Эпилятор
Эпилятор Braun SE 9 Flex 100 years",braun,"(18, 23)"
3) 5164C-09M-128 ПЛАТЬЕ ДЛЯ ДЕВОЧКИ,,"(0, 0)"
2 2456614415941 Бульонница/Доля/2991,,"(0, 0)"
3 2157745696093 Констр-р К/Baue/460,,"(0, 0)"
Паста UNIPAK комплект №1 (паста 25 г.+ лён 13 г.) шт,unipak,"(6, 12)"
4.Тканые деним шорты-бермуды S1ER23Z8 8681380011095,,"(0, 0)"
"600449, 130Г ЙОГУРТ EPICA МАНГО/ЧИА БЗМЖ (ШТ)",epica,"(20, 25)"
CAMILLE Пантолеты жен Белый иск кожа,camille,"(0, 7)"
1008480 Нап.газ.Волжанка Расторопш,волжанка,"(16, 24)"
Каша Протеин 18% овсяная толокно и льно 40г Bionova,bionova,"(44, 51)"
"Жев.конф. Зазуага ананас  10,8 гр.",зазуага,"(10, 17)"
Туалетная бумага Зева Плюс белая 2-х слой 4шт,зева,"(17, 21)"
"Вода Сарова негаз пэт упак 0,5л №1",сарова,"(5, 11)"
"Кабель Akasa SATA cable 3.0, 6.0Gb/s transfer, black 50cm SATA3-",akasa,"(7, 12)"
Кузьмолово Сайка с изюмом 220г,,"(0, 0)"
Кукуруза Лакомка Белогорья (шт),лакомка белогорья,"(9, 26)"
Вентилятор VENTS 100 М осевой (98м,vents,"(11, 16)"
Прокладки Kotex Natural ночные 6 шт,kotex,"(10, 15)"
Пуловер Mango LM083792784,mango,"(8, 13)"
Колготки Teatro LM085649523,teatro,"(9, 15)"
"Перчатки х/б, утепленные, с начесом, обливная черная ладонь, цветные",,"(0, 0)"
"Носки  BO20P048801 (Navy blue, UN.)
ЦЕНА 2150.00 СКИДКА 645.00(30%)",,"(0, 0)"
DIROL жевательная резинка без сахара со вкусом мандарина13.6г,dirol,"(0, 5)"
"Губка Супер универсальная Paterra 1шт 12*8*3,5см",paterra,"(26, 33)"
Лента герметиз.NICOBAND 3м*15см сереб. (шт),nicoband,"(15, 23)"
"Варежки Стразы р.10, цвет красный арт.2с221/3; 10",,"(0, 0)"
"водка Беленькая 0,250л люкс",беленькая,"(6, 15)"
Lancome Блеск для губ LABSOLU GLOSS CREAM 202 / Lancome Блеск для губ LABSOLU GLOSS CREAM 202.,lancome,"(0, 7)"
Валик синтетический ширина 180мм / Акор,акор,"(35, 39)"
Черешня кг Красн Узбекистан,,"(0, 0)"
Вафли КДВ мягкие 120гр Шоколад,кдв,"(6, 9)"
7 2456561197594 Джемпер же/Pole/8С02,,"(0, 0)"
3) 7639C-99X-ONE БУМАЖНИК,,"(0, 0)"
паштет Главпродукт ламистер квадрат 95гр/32 деревенский с копчен,главпродукт,"(7, 18)"
Сыр хрустящий (шарик) со  вкусом бекона,,"(0, 0)"
Масло трансмиссионное LIQUI MOLY Vollsynth Getried 75W90 синт(аналог Motul Motylgear 75w90 105783) 1л 1950 (6шт/уп) шт,liqui moly,"(22, 32)"
5 2157258083571 Каталка Ут/проч/Д402,,"(0, 0)"
Майонез Махеевъ Оливковый 67% 400 мл д/п,махеевъ,"(8, 15)"
BEERka Фисташки жарен.соленые 80гр.,beerka,"(0, 6)"
Соль Экстра пэт банка 500г,,"(0, 0)"
ЩЕТКА с/о каркас  BOSCH Eco 550 mm 3397004672 ,bosch,"(18, 23)"
Смартфон Motorola Moto E7 Plus 4/64Gb Синий (Гарантия - 1 год),motorola,"(9, 17)"
Серьги 9909924,,"(0, 0)"
Demix / 110141-00 46  Футболка мужская для футбола  белый р. 46,demix,"(0, 5)"
Пюре Яблоч.-груша. ст/б 280 гр Будь Здоров,будь здоров,"(31, 42)"
ЙОГУРТ 2.7% АГУША КЛУБ БАНАН ПБ 0.2Л,агуша,"(12, 17)"
Лeнтa атласнaя   25 мм  AL-25Р  №001 белый Аpтикул 822872642,,"(0, 0)"
Зефир Бело-розовый ООО Карамелия,карамелия,"(23, 32)"
"Поилка для птиц ""ЕВРО""  100мл (5071)",,"(0, 0)"
"Уголок для балки,Gah Alberts,  широкий, равнополочный, сталь нео",gah alberts,"(17, 28)"
BMW ТОРМОЗНЫЕ КОЛОДКИ ПЕРЕДНИЕ 1/2/3/4/X3 F20-F34,bmw,"(0, 3)"
Губка для тела Русалочка,русалочка,"(15, 24)"
"Бита Whirlpower PH2х70мм, для больших нагрузок 1шт",whirlpower,"(5, 15)"
"Открытка с шоколадом ""Для тебя в этот особенный день"" 20 гр.",,"(0, 0)"
Шланг d10 ПВХ,,"(0, 0)"
Мусики конфеты 180гр,мусики,"(0, 6)"
Майонез Слобода 230г x25,слобода,"(8, 15)"
"Чипсы яблочные ""FRUPS""  35г",frups,"(16, 21)"
0815902 БРЮКИ 36 Коричневый,,"(0, 0)"
Крот порошок 90г,,"(0, 0)"
1 Масло моторное ELF Evolution 900 SXR 5W-30 синтетическое 4 л 10160501,elf,"(17, 20)"
Давыдов рич блю мрц117,давыдов,"(0, 7)"
Ролл Умесай,,"(0, 0)"
Картридж Аквабрайт ПП-5М-20ББ,аквабрайт,"(9, 18)"
"Колготки ""Minimi"" Vista 40, nero-3 1/10/100",minimi,"(10, 16)"
"Леденцовая карамель  -   Кислая атака  со вкусом лимона 3,8гр",кислая атака,"(25, 37)"
0859910 ШОРТЫ 38 Черный,,"(0, 0)"
Йогурт EPICA Голубика и лаванда 130г,epica,"(7, 12)"
Сосиски Ярославский Бройлер  1кг.,ярославский бройлер,"(8, 27)"
"Филе сельди""Матиас""с Зеленью 250г",матиас,"(12, 18)"
"Хлебцы Baker House итальянские с черным кунжутом, отрубями и оливковым маслом 250г",baker house,"(7, 18)"
"1: 727-065. NEW GALAXY Клей эпоксидный ""TERMO"",",new galaxy,"(12, 22)"
Икра из Кабачков 520гр с/б /Пиканта,пиканта,"(28, 35)"
"Чай Curtis деликат Блэк черный байховый  25*1,7г",curtis,"(4, 10)"
"17/02/521   Рукав ацетил./пропан  ХЛ d 6мм (I-6,3-0.63) чёрный",,"(0, 0)"
Томаты Дядя Ваня маринов. 680г с,дядя ваня,"(7, 16)"
"губка д/обуви ДИВИДИК Классик, д/гладкой кожи, бесцветна",дивидик,"(14, 21)"
"Вода Action 0,5л Манго/Апельсин",action,"(5, 11)"
"2.266433  Петля универсальная VANGER без врезки 100*75*2-P2-NIS Матовый никель Апекс 1шт37,95  85,00*1,000= 85,00 р./арт.0002772",vanger,"(30, 36)"
Жевачки,,"(0, 0)"
БЗМЖ СЫР СЛИВОЧНЫЙ  МДЖ:50% /ЭКОМИЛК/ НАРЕЗКА 130Г,экомилк,"(29, 36)"
"11) МИН.ВОДА 0,5",,"(0, 0)"
Аккумулятор  60 HANKOOK 26R-550 америк.ст./бортик,hankook,"(16, 23)"
ЗАЖИВИТЕЛЬ БАЛЬЗАМ д/ран 30 мл КоролевФарм(Россия),королевфарм,"(31, 42)"
"КОМПЛЕКТ КОЛОДОК ТОРМОЗНЫХ 4ШТ (<A0004206400, <A0004208800)",,"(0, 0)"
"Отвертка Matrix Anti-Slip, Ph2 х 100 мм, CrV, двухкомп. рукоятка//  12248",matrix,"(9, 15)"
Лампа CAMELION LED7-G45/845/E27 220V 7W,camelion,"(6, 14)"
"КПБ МЛ-5344 сатин, 2сп, цв. Керамика Лаванда, н(2)50*70 и н(2)70*70 (размер 2)",,"(0, 0)"
Schauma шампунь Сила и объем с хмелем для мужчин  380 мл,schauma,"(0, 7)"
Салат с халуми и гранатом,,"(0, 0)"
Билет ТУДА-ОБРАТНО АВТОБУС 1000000100565362,,"(0, 0)"
2 2157829754305 Ботинки/Jurg/1352,jurg,"(24, 28)"
Шапка  3483 (единый),,"(0, 0)"
фасоль Баба Маня красная 425г ж/б,баба маня,"(7, 16)"
"Кофе ""Lavazza"" молотый  250г",lavazza,"(6, 13)"
555083 Сорочка жен. 0056-99 р.56,,"(0, 0)"
*MAYBELLINE Помада жидк Matte Ink 65 (фл,maybelline,"(1, 11)"
Оплата договора 0080404-202838160/21-ТФП50,,"(0, 0)"
"Пиво ПГ Бельгийский банановый вит 4,7% 0,5 с/б",,"(0, 0)"
КРУПА ПШЕНО ШЛИФОВАННОЕ 900 г НАЦИОНАЛЬ,националь,"(30, 39)"
"Сырок глазир Простоквашино 23% Клубничное варенье 40г, шт.",простоквашино,"(13, 26)"
МИСТРАЛЬ РИС КУБАНЬ ВАРОЧНЫЕ ПАКЕТЫ 5Х80Г,мистраль,"(0, 8)"
Kotex прокладки Ultra Эктив нормал 8шт,kotex,"(0, 5)"
Носки меланж / 36-38 р.,,"(0, 0)"
Ароматизатор Areon mon areon Miami Beach,areon,"(13, 18)"
Лампа IEK LED A60 9W E27 4000K 1шт,iek,"(6, 9)"
"Кисть круглая №10 (40мм), нат. щетина, деревянная ручка//MATRIX",matrix,"(57, 63)"
!Рис Теплые традиции круглозерный 9,теплые традиции,"(5, 20)"
"Шар ЦИФРА 4 40"" синий /Blue /102 см/К",,"(0, 0)"
1 2157797100579 6ПАР НОСКИ/ELLE/EEW3,elle,"(27, 31)"
Шарики кукурузные смарт 200 гр,смарт,"(18, 23)"
"Вино Я бы хотел, чтобы Вам это понравилось крас/сух з.н.м.п. 15% 0,75л",,"(0, 0)"
"[M] Бутсы зальные Kelme LM107177105 F0""GYnLpKnIXj",kelme,"(18, 23)"
т/м Dove 100г Крем-мыло Мицеллярное,dove,"(4, 8)"
"Акварель ""Белые Ночи"" в кювете Зеленый светлый",белые ночи,"(10, 20)"
"КЛАЦИД 250МГ/5МЛ. 49,5Г. ГРАН. Д/СУСП. Д/ПРИЕМА ВНУТРЬ ФЛ. ШПРИЦ ДОЗИР. /ЭББОТТ/",клацид,"(0, 6)"
Жучки Ким 500 гр.,,"(0, 0)"
AL102BR Щетка со скребком AL-102 чер-красн. Autoluxe,autoluxe,"(44, 52)"
0601728 ПОЛУБОТИНКИ 43 Синий 073142218217130714367358740,,"(0, 0)"
4610016191126  Коврик VORTEX хлопковый Орнаме.,vortex,"(22, 28)"
Кроссовки для мальчика:Зелёный:22,,"(0, 0)"
124366 Шоколад Российский 90гр Темный  С Миндалем,,"(0, 0)"
"112-07207 Marco Tozzi Туфли открытые: 39, черный",marco tozzi,"(10, 21)"
Лампа LED A60 шар 11Вт 230В 4000К E27 IEK (10/100шт),iek,"(38, 41)"
Платье Tezenis REP11751502,tezenis,"(7, 14)"
Сервелат Иней в/к 150г,иней,"(9, 13)"
"Санорин 0.1%, 10 мл, спрей наз.(2370001845374)",санорин,"(0, 7)"
Фильтр воздушный MILES AFAI151,miles,"(17, 22)"
 8717496041494 Ежевика упак 125г Россия,,"(0, 0)"
карамель ANGRY SOUR вес.,angry sour,"(9, 19)"
"Говядина мраморная зерновой откорм Стейк ""Стриплоин"" 250гр в/у. охл. Мираторг",мираторг,"(69, 77)"
2000008196017 Чистящее средство Azelit-gel  500 мл,azelit,"(32, 38)"
4.8686.G1881.6 A21  Брюки/170-42,,"(0, 0)"
Ботинки муж.зима 605-111-A1L5 Ross ЧЕРНЫЙ 41,ross,"(30, 34)"
х Автолампа P21W 12V (ук.пов. и стоп-сигнал) YADA 800012 (шт),yada,"(45, 49)"
6 2456542545239 КУПАЛЬНИК /MOSC/4A61,mosc,"(27, 31)"
"Skechers / 10974L-NVMT 1,5 Кеды высокие детские TWINKLE LITE UNICORN CHIC синий/мультицвет р.1,5",skechers,"(0, 8)"
