name,good,good_pos
4) 7409G-03X-23 КРОССОВКИ ДЕТСКИЕ,кроссовки,"(16, 25)"
"Мыло жидкое ISABELLA яблоко, канистра, 5л",мыло,"(0, 4)"
Мини круассаны Яшкино 180г в асс-те,круассаны,"(5, 14)"
"ДОБРОДЕЯ Макароны алфавит, в/с, 900 г",макароны,"(9, 17)"
КОНФЕТЫ МОРЕХОД КРАСНЫЙ ОКТЯБРЬ,конфеты,"(0, 7)"
"Смесь ""Вологодская ягода"" д/смузи северная 300гр",смесь,"(0, 5)"
"Торт ""Ну, погоди"" 440гр  (31.08.2021)",торт,"(0, 4)"
Латте Грильяж 400мл (Рис молоко),латте грильяж,"(0, 13)"
ПЕРЕЦ КРАСНЫЙ МОЛОТЫЙ ГАЛЕРЕЯ ВКУСОВ 10Г,перец,"(0, 5)"
Сельдь под шубой /порц/ 100 г,сельдь,"(0, 6)"
7) 0643C-50X-36 БЛУЗКА ЖЕНСКАЯ,блузка,"(16, 22)"
Трусы Tezenis REP11338405,трусы,"(0, 5)"
DOMESTOS Влажные салфетки д/очищ. поверхностей антибактер.30шт.,салфетки,"(17, 25)"
"Кисть радиаторная  38 мм / 1,5""   T4P",кисть,"(0, 5)"
Варенье Fine Life 370гр ст/б ассортимент,варенье,"(0, 7)"
"141618.Точилка Berlingo ""Spike"", 1 о",точилка,"(7, 14)"
Яйцо куриное Окское 10 шт С-О,яйцо,"(0, 4)"
Свиной рулет соленый в зелени БАРС,рулет,"(7, 12)"
"Рукавица для сауны белая ""Hot Pot""/УТ-00039250",рукавица,"(0, 8)"
Писташ-30,писташ,"(0, 6)"
Аквалор Форте Мини спрей д/промы,спрей,"(19, 24)"
Реле ACV RM37-1701,реле,"(0, 4)"
Майка GTN002914 трикотаж белый L/170,майка,"(0, 5)"
Пинса с окороком                                ЦЕНА 390.00 СКИДКА -19.50,пинса,"(0, 5)"
W20072312669_1_Шарф,шарф,"(15, 19)"
Сметана 15% 200г Светлоозеро,сметана,"(0, 7)"
0781758 СОРОЧКА ВЕРХНЯЯ XL Белый ,сорочка,"(8, 15)"
"Сыр ""Черкесский"" мягкий 45% (Бабино) БЗМЖ",сыр,"(0, 3)"
Трикотаж Носки подростковые Россия премиум ассортим 22-24 6002,носки,"(9, 14)"
"'Белуга Водка 0,7л /МЛВЗ",водка,"(8, 13)"
"Ваф. рулетики ""Яшкино"" сгущ. молоко 160г",рулетики,"(5, 13)"
ПЕЧЕНЬЕ МАРИЯ 500Г ЗАТЯЖНОЕ,печенье,"(0, 7)"
51705-NVY 8  Кроссовки высокие мужские ESCAPE PLAN 2.0 MID синий р. 8,кроссовки,"(13, 22)"
!Котлеты МИРАТОРГ из Говядины Домашние (замороз) 300г,котлеты,"(1, 8)"
Шорты джинсовые детские для девочек Katla светло-голубой (110) шт,шорты,"(0, 5)"
чак-чак (шары)560гр,чак-чак,"(0, 7)"
*Скраб Органик Кичен100мл,скраб,"(1, 6)"
Сметана Первый вкус 15%  230гр БЕЗ ЗАМЕНИТЕЛЕЙ МОЛОЧНОГО ЖИРА,сметана,"(0, 7)"
Костюм спортивный Archyland LM108408478,костюм,"(0, 6)"
МОЕ СОЛНЫШКО КРЕМ ПОД ПОДГУЗНИК ТУБА 50МЛ,крем,"(13, 17)"
"Биойогурт фруктовый 'Вними' 1,5% 450г клубника п/ст",биойогурт,"(0, 9)"
3.160534 М Конверт 1-05-0201 С Д,конверт,"(11, 18)"
Рыба МИНТАЙ б/г св/мор 25+ (софко),минтай,"(5, 11)"
ЦБ057383    Розетка Makel ОУ с/з крем 45208 (шт),розетка,"(12, 19)"
"Юбка прямая со съемным поясом, 11601209-1/50253/2912C,  RU: 34, EU: 170-34",юбка,"(0, 4)"
Бант белый с резинкой атлас,бант,"(0, 4)"
3. 434652 Пакет с вырубной ручкой (20х30) Букет Белых Роз 100/3000,пакет,"(10, 15)"
Кока кола газированный напиток 0.5л,напиток,"(23, 30)"
Пиво Hollandia светлое 4.8% 0.45 ст/б,пиво,"(0, 4)"
Треска жареная 0.184,треска,"(0, 6)"
ДОМЕСТОС жид. 1000мл Ультра белый,,"(0, 0)"
Клубника Треска  10шт/10,клубника,"(0, 8)"
Свинина Калининградская 500гр ж/б,свинина,"(0, 7)"
"Вода Горячий ключ родников негаз 0,5л Ручеек",вода,"(0, 4)"
ЛЮЛЯ-КЕБАБ ИЗ ТЕЛЯТЕНЫ,люля-кебаб,"(0, 10)"
Бельмеши мясные 300г СтД(шт.),бельмеши,"(0, 8)"
ПЕЧЕНЬЕ АМЕРИКАНО С КУС. ШОКОЛАДА 270ГР КУХМАСТЕР,печенье,"(0, 7)"
[M] Балетки Эконика LM093256163 pN8*h<JeEg&pb,,"(0, 0)"
"Игрушка ""Стеллар"" сортер логическая Гусеница 01395",игрушка,"(0, 7)"
МАСЛИНЫ БОНДЮЭЛЬ Ж/Б 300Г С/К,маслины,"(0, 7)"
Бумага туалетная ЭКОБУМ 2-сл.,бумага,"(0, 6)"
283561100042 Венчик Menu  EGB-03 (шт),венчик,"(13, 19)"
"Сосиски ""Любительские"" весовые",сосиски,"(0, 7)"
Утюг POLARIS PIR 2285K,утюг,"(0, 4)"
20A_1150K3076_700_EL ТЕННИСКА К/Р,тенниска,"(21, 29)"
"Вино игристое Дербентское белое п/сл. 0,75л.",вино,"(0, 4)"
20A_1244C0357_252_98 ПЕРЧАТКИ,перчатки,"(21, 29)"
Пирожное Эклеры с творожной начинкой Баттерфляй вес,пирожное,"(0, 8)"
"Напиток б/а ""Фруктомания"" лимонад 1,5л",напиток,"(0, 7)"
"OUTFRESH SANDAL M, сандалии муж.; 8",сандалии,"(19, 27)"
Гель Gu Energy Gel 32 g Счастливая кола,гель,"(0, 4)"
"Мармелад ""Тыквенный"",шт",мармелад,"(0, 8)"
Котлеты Филейные куриные жареные,котлеты,"(0, 7)"
Кекс Today Donut Шоколадный маффин с черникой,кекс,"(0, 4)"
Батончик  с начинкой Chikalab 60гр,батончик,"(0, 8)"
"[00000043561]  Гайка М20х1,5 5Н6Н 374910 пальца аморт. (шт)",гайка,"(15, 20)"
Кружка чайная(Сочи серебро),кружка,"(0, 6)"
Колер Универсальный Коллекция 100мл 4 Бежевый,колер,"(0, 5)"
H041141ZH03460 ПАНТОЛЕТЫ МУЖСКИЕ IZMIR 460 03 GOLD,пантолеты,"(15, 24)"
Клей Россвик 700гр/500мл (50),клей,"(0, 4)"
Арахис в глазури 1кг вкус шашлык,арахис,"(0, 6)"
ПОДВЕСКА ДОМИК 7.8СМ,подвеска,"(0, 8)"
Тампоны TAMPAX Compak Pearl Super Plus16,тампоны,"(0, 7)"
Лента монтажная 5 м,лента,"(0, 5)"
Холодец ДИВО Домашний Говяжий300г,холодец,"(0, 7)"
Каша  овсяная Мистраль ягод мусс 40г,каша,"(0, 4)"
Indefini LUS 9295 трусы жен. ( М),трусы,"(18, 23)"
Очки с тонированными фильтрами GAS008063 пластмасса розовый,очки,"(0, 4)"
М сигареты Glamour 5 Lilac,сигареты,"(2, 10)"
Булочки Bridor с шоколадом 6шт 450 г Франция,булочки,"(0, 7)"
00888410198360 : NIKE SB PORTMORE,,"(0, 0)"
1) YD236-03X-K25 НОСКИ ДЛЯ ДЕВОЧКИ,носки,"(17, 22)"
"Колбаса ""Венгерская"" с/к в/у   кг АЛЬМАК",колбаса,"(0, 7)"
"Вино КумаКейпКласВесп/с.к.0,75",вино,"(0, 4)"
"Валенсия. Плувиум Мерсегера-Совиньон Блан вино бел. сух. 11,5% 0,75л ""МЭ""",вино,"(42, 46)"
Стойка амортизатора передняя 11180-2905403-03 левая СААЗ гидравлическая для Лада Калина ЛУЧШАЯ ЦЕНА,стойка,"(0, 6)"
Кирпич (КАМЕЛОТ),кирпич,"(0, 6)"
"060292:пудинг Эрмигурт экстра Карамельный 3,2% 100гр СТАКАН (НДС 10%)",пудинг,"(7, 13)"
"""Доместос"" 1л.Белый",,"(0, 0)"
Консер. килька в т/с Мексиканская 240г За Родину,килька,"(8, 14)"
*GRAND LINE Носки Ж-16 белый р23 (флаерс,носки,"(12, 17)"
Зефир МИНЬОНЫ спагетти 80 г,зефир,"(0, 5)"
"2.35133  Вилка сетевая 10027 штрих-код угловая З/К 16А белый MAKEL 1шт             73,00* 2,000= 146,00 р./арт.88026",вилка,"(9, 14)"
"690133 Картридж CACTUS CS-EPT0825, светло-голубой (Гар.срок:12мес.)",картридж,"(7, 15)"
"Колготки ""MINIMI"" VISTA 40, nero-3 1/10/100",колготки,"(0, 8)"
"Favorite Миска 0,22л Фиолетовая FG 17904",миска,"(9, 14)"
1) XO413-50J-32 ДЖИНСЫ ЖЕНСКИЕ,джинсы,"(16, 22)"
15032. БЗМЖ Йогурт Савушкин Греческий ст 140г 2% клубника СП,йогурт,"(12, 18)"
Пневморессора Simpeco SP2101.5013 в сборе с пластиковым стаканом 3229002900,пневморессора,"(0, 13)"
GARNIER д/глаз ночная(шт.),,"(0, 0)"
Комплект кружево № 5555,кружево,"(9, 16)"
СЛИВКИ для кофе 10% АЛЬПЕНГУРТ,сливки,"(0, 6)"
Хлеб Бородинский 350г.Хацуков,хлеб,"(0, 4)"
СОК РИЧ АНАНАС 1 Л(уп),сок,"(0, 3)"
Батарейка Varta F6 -22.,батарейка,"(0, 9)"
50454633 Свитшот BOSS (Синий) (L),свитшот,"(9, 16)"
кухонные принадлежности / TEFAL 2743774 INICIA Лопатка угловая,лопатка,"(47, 54)"
"Пиво Чешское Шихан 1,25 л",пиво,"(0, 4)"
"Творог зернен. ""101 зерно"" 5% 130г БЗМЖ черника (Савушкин)",творог,"(0, 6)"
36636 Кассеты Fusion 8шт,кассеты,"(6, 13)"
Пюре Gerber спелое манго organ,пюре,"(0, 4)"
"Удобрение ""Глория для роз"" 0,7кг ""ФАСКО""",удобрение,"(0, 9)"
ГВ Укроп Зонтик 3гр,укроп,"(3, 8)"
5412/018-Р Шнурки.Кругл.Тонкие.С пропиткой 120см,шнурки,"(11, 17)"
1. 443640 Рукавицы утепленные ХБ на ватине подкладка бязь 1/100,рукавицы,"(10, 18)"
Чай чёрный AHMAD TEA English breakfast 25 пак 50 г в инд./пак,чай,"(0, 3)"
Емкость для смешивания краски  385мл с крышкой,емкость,"(0, 7)"
Воронка пластиковая AutoStandart 108318,воронка,"(0, 7)"
6 ЛОШАДИНАЯ СИЛА укрепитель д/ногтей мега 17мл,,"(0, 0)"
лия   Распылитель (атоmайзеp)   AТ10-5 mатовый Аpтикул 63796638964,распылитель,"(6, 17)"
Шоколад MILKA Babbles Пористый Молочный 80г м/у,шоколад,"(0, 7)"
Шоколад Ложки из мол и темн шоколада 54гр,ложки,"(8, 13)"
"Вода Архыз б/г 0,5л пл/б",вода,"(0, 4)"
5 2456511942779 СПОРТИВНЫЙ/ROXY/ERJK,,"(0, 0)"
Кетчуп Моя семья шашлычный Кавказкий 400гр. дой-пак,кетчуп,"(0, 6)"
***Точилка с контейнером (птица),точилка,"(3, 10)"
[M] Сандалии Birkenstock LM099080692 hfazrYt1WPmS2,сандалии,"(4, 12)"
"Скоросшиватель карт мелов синий А4 Brauberg  360г/м, 121518 (шт)",скоросшиватель,"(0, 14)"
Пакет №2 (335*250*110) бурый без ручки,пакет,"(0, 5)"
Ultra compact Влажные салфетки с крышкой Ultima Спорт красный 120шт:10,салфетки,"(22, 30)"
Сыр Пармезан 125гр Буренка Клаб,сыр,"(0, 3)"
СИГАРЕТЫ KISS MENTOL+,сигареты,"(0, 8)"
Платочки 2-х слойные Bella 100шт,платочки,"(0, 8)"
17090075    Отвод Ostendorf D110 угол 45,отвод,"(12, 17)"
"Ручка-скоба ""Литформ"" большая, алюминиевая",ручка,"(0, 5)"
"Вода питьевая Mole Vita 1,5л газ.",вода,"(0, 4)"
Средство чистящее для кухни Sanita 500мл 1 Минута ,средство чистящее,"(0, 17)"
Набор зажимов для волос GJW007362 металл белый (2шт.),набор,"(0, 5)"
"Стиральный порошок "" Ушастый нянь"" 2,4 кг",порошок,"(11, 18)"
Очки PZ 08940 C2 ф/хром,очки,"(0, 4)"
"Поводок-струна STR 30см, d 0,4 уп",поводок,"(0, 7)"
4670010850030                 МИН.ВОДА ЖЕМЧУЖИНА Б,вода,"(34, 38)"
"сухая смесь ""ВОЛМА-ФИНИШ"" 20кг.гипсовая",смесь,"(6, 11)"
Салат с Уткой 1 порц.,салат,"(0, 5)"
Каша Быстров Овс.слив.Клубника 40г,каша,"(0, 4)"
"  Пепси Макс джун 0,3л",,"(0, 0)"
9) колодки передние из 4 шт,колодки,"(3, 10)"
Фильтр White Elephant 9 мм Угольный  (40 шт.),фильтр,"(0, 6)"
Булочка Парус пшеничная 1/30,булочка,"(0, 7)"
BC pH 4.5 CF Мицеллярный Обогащ Шампунь 50мл,шампунь,"(32, 39)"
"МОЛОКО СГУЩ 8,5%380Г",молоко,"(0, 6)"
Сигареты Bond premium mix violet,сигареты,"(0, 8)"
"Кисть пл. Среда 1,5"" светлая щетина шт,(163429)",кисть,"(0, 5)"
195/65Р15 Pirelli Formula Energy 91V шт,,"(0, 0)"
Сироп Монин ЛЮБОЙ 20 мл,сироп,"(0, 5)"
РАМКА JASMIN РОЗОВАЯ,рамка,"(0, 5)"
Вода 5л Данай(шт),вода,"(0, 4)"
"Вода ""VODA"" 0.5л",вода,"(0, 4)"
N1D63 джинс меланж-37 р-р22 Носки детские,носки,"(28, 33)"
00032568 Сосиски Антошка,сосиски,"(9, 16)"
"Ликер крепкий""Оазис Трипл Сек""0.5/20",ликер,"(0, 5)"
Вермишель Анаком 60г Бекон-сыр,вермишель,"(0, 9)"
